"periode","demande brute","demande nette"
336,68448.500,68448.500
337,67229.000,67229.000
338,64314.000,64314.000
339,63931.000,63931.000
340,61852.500,61852.500
341,60650.000,60650.000
342,61950.500,61950.500
343,66461.000,66461.000
344,72843.500,72843.500
345,77121.000,77121.000
346,78184.500,78184.500
347,78341.500,78341.500
348,78018.500,78018.500
349,78448.000,78448.000
350,77542.500,77542.500
351,75245.000,75245.000
352,73328.500,73328.500
353,72418.500,72418.500
354,73824.000,73824.000
355,78192.500,78192.500
356,79899.500,79899.500
357,77215.000,77215.000
358,73136.000,73136.000
359,71211.000,71211.000
360,73264.000,73264.000
361,72040.000,72040.000
362,68861.500,68861.500
