1,66819.5
2,64306.5
3,63342.5
4,60407.5
5,58008.5
6,57365.5
7,58018
8,58763
9,59328
10,60099
11,61940.5
12,63532
13,65596.5
14,66078.5
15,63038.5
16,61104
17,60562
18,62652.5
19,66968.5
20,69243
21,69043.5
22,66832.5
23,65503
24,67673.5
25,66535
26,63657.5
27,63193
28,61084
29,59641
30,59925.5
31,61564
32,63479.5
33,65656.5
34,68028.5
35,70592.5
36,71604.5
37,73366.5
38,73641
39,70417.5
40,68254.5
41,67205
42,68654
43,72364
44,74250.5
45,72703
46,69609
47,67800
48,69817.5
49,68419.5
50,65178.5
51,64171.5
52,61517.5
53,59501
54,59099.5
55,59913
56,61227.5
57,62809.5
58,64867.5
59,67705
60,69869.5
61,72385
62,72414
63,68533.5
64,66136.5
65,65209
66,66998.5
67,71837.5
68,74529.5
69,73259
70,70252
71,68161.5
72,69993
73,68808.5
74,66117.5
75,65553.5
76,63424.5
77,61960.5
78,63249.5
79,67711.5
80,74110.5
81,78558.5
82,80299.5
83,81261.5
84,81986.5
85,83577.5
86,83572
87,81555.5
88,79543.5
89,78602
90,79687.5
91,83253.5
92,84721.5
93,80435.5
94,75986.5
95,73308
96,74775
97,73268.5
98,70409
99,70033
100,67600.5
101,66148.5
102,67260.5
103,71799
104,77991
105,82261.5
106,83495
107,83677
108,84042
109,85226.5
110,84992.5
111,82681
112,80892
113,80239.5
114,81157
115,84573
116,85536
117,81477
118,76820
119,74039
120,75370.5
121,73837.5
122,71095
123,70714
124,68312
125,66790.5
126,67945.5
127,72413.5
128,77829
129,81851
130,83210.5
131,83627
132,83852
133,84958.5
134,84229
135,82180
136,80060
137,78977.5
138,79992
139,83841
140,85416.5
141,81487.5
142,76870
143,74454
144,76193.5
145,74988
146,72553.5
147,72367
148,69983.5
149,68529
150,69750
151,74355
152,80471
153,84622
154,85479
155,85087
156,84222
157,84088
158,82970.5
159,80844.5
160,78815
161,78103
162,79747.5
163,84365
164,86525
165,82359.5
166,77902.5
167,75548
168,77413.5
169,76305
170,73706.5
171,73668
172,71398.5
173,69960
174,71211
175,75763
176,81518.5
177,85594
178,86684.5
179,86006
180,84557.5
181,84192.5
182,82994
183,79253
184,76607
185,76255.5
186,78134
187,82720.5
188,84272.5
189,81429.5
190,77452.5
191,75449
192,77469.5
193,76291
194,73453
195,72927
196,70122.5
197,68249
198,68201
199,69666
200,71772
201,74583.5
202,77355
203,79413.5
204,79248.5
205,80221.5
206,79336
207,75503
208,72881.5
209,71835.5
210,73332.5
211,78044
212,80495
213,79024
214,75745.5
215,74114
216,76396
217,75404
218,72359.5
219,71586.5
220,68936
221,66778.5
222,66356.5
223,67061.5
224,68506
225,70477.5
226,73143
227,75865.5
228,76919.5
229,78139.5
230,76881
231,72451
232,69609
233,68571.5
234,70395
235,76315
236,79915.5
237,78573
238,75558
239,73666
240,75726
241,74992.5
242,72574
243,72487.5
244,70536.5
245,69262.5
246,70805
247,75586
248,82142.5
249,86781.5
250,87831.5
251,87153
252,86180
253,86370
254,85536.5
255,82929
256,80547.5
257,79827.5
258,81272
259,85968
260,87864.5
261,83591
262,78784.5
263,76144.5
264,77534.5
265,76188
266,73605.5
267,73125.5
268,70657.5
269,69153
270,70044.5
271,74428
272,80432.5
273,84207
274,84842
275,84447
276,84270
277,84979
278,84133.5
279,81793
280,79301
281,78135.5
282,78410
283,81433
284,82673.5
285,78361.5
286,73533
287,70765.5
288,71742
289,70266.5
290,66878
291,66264.5
292,63872.5
293,62293
294,63118.5
295,67189.5
296,72781
297,76854.5
298,77731.5
299,77708.5
300,77644.5
301,78593.5
302,77802.5
303,75688.5
304,73432.5
305,72521
306,72965.5
307,76641
308,78257
309,74083.5
310,69472.5
311,66911
312,68312.5
313,66887.5
314,63930.5
315,63089.5
316,60676.5
317,59056.5
318,59992
319,64428.5
320,70790.5
321,74715
322,75418
323,74782
324,74921
325,76211
326,75807
327,73671
328,71642.5
329,70682
330,71520.5
331,75056
332,77018
333,73235.5
334,68856.5
335,66555.5
336,68448.5
337,67229
338,64314
339,63931
340,61852.5
341,60650
342,61950.5
343,66461
344,72843.5
345,77121
346,78184.5
347,78341.5
348,78018.5
349,78448
350,77542.5
351,75245
352,73328.5
353,72418.5
354,73824
355,78192.5
356,79899.5
357,77215
358,73136
359,71211
360,73264
361,72040
362,68861.5
363,68198.5
364,65952
365,64383.5
366,64439.5
367,66256.5
368,68549.5
369,71474.5
370,74119.5
371,75731
372,76207.5
373,77849
374,77564
375,74321
376,71912.5
377,70836.5
378,71357
379,75086
380,76636
381,74326.5
382,70595
383,68734
384,70777.5
385,69629
386,66491
387,65271
388,62360
389,60144
390,59363
391,59888.5
392,60885.5
393,62652.5
394,65119.5
395,67568.5
396,68444.5
397,69510
398,68496
399,64492
400,61937.5
401,60845
402,62392.5
403,69447
404,72720
405,70745.5
406,67849
407,66169
408,68375.5
409,67935
410,65625
411,65436
412,63675
413,62483.5
414,64281
415,69281.5
416,76119.5
417,80621
418,81623.5
419,80762
420,79439
421,79355
422,78011
423,75124
424,72515
425,71755.5
426,72647.5
427,77441
428,80166
429,76740
430,72577
431,70364.5
432,72099.5
433,71168.5
434,68466.5
435,68245
436,66403
437,65296.5
438,66747.5
439,71346
440,77991.5
441,82288
442,82605.5
443,81210
444,79977
445,79687.5
446,78191.5
447,75056.5
448,72350.5
449,70980.5
450,71698
451,76484
452,79070.5
453,75343
454,71003
455,68627
456,70124.5
457,68748.5
458,65711.5
459,65024
460,62761.5
461,61382.5
462,62357
463,66423.5
464,71999.5
465,75681.5
466,76468
467,75949
468,75558.5
469,76391
470,75666
471,73022.5
472,70517.5
473,69405.5
474,69610
475,73582
476,75613.5
477,71814
478,67143
479,64531
480,65968.5
481,64634.5
482,61718.5
483,61162.5
484,58576
485,57039.5
486,58247.5
487,62532
488,68910
489,72693
490,72790.5
491,72550.5
492,72420.5
493,73678.5
494,73441
495,71846
496,69956.5
497,68970.5
498,69182.5
499,72140
500,73943.5
501,70006
502,65816
503,63246.5
504,65036.5
505,63780
506,60687
507,59983.5
508,57727
509,56292
510,57622
511,61996.5
512,68242
513,72229
514,73290.5
515,73007
516,72811
517,73500.5
518,72907
519,70229
520,67789.5
521,66651
522,67309.5
523,71236.5
524,73259.5
525,70507
526,66832
527,65052.5
528,66981.5
529,65829
530,62577.5
531,61728.5
532,59257.5
533,57690
534,57746
535,59427.5
536,61860.5
537,64608
538,67056.5
539,68530.5
540,68693.5
541,70207.5
542,69879
543,66639
544,64443
545,63418
546,64172.5
547,68744.5
548,71060
549,69077
550,65991
551,64558.5
552,67056.5
553,66435.5
554,63533.5
555,63044
556,60660.5
557,58950.5
558,58749
559,59800
560,61360
561,63259.5
562,66020
563,68445
564,69260.5
565,70681
566,70046
567,66090.5
568,63750
569,62874.5
570,64292
571,70175.5
572,73367
573,71098.5
574,67986
575,65988
576,67963
577,67148.5
578,64862
579,64528
580,62401.5
581,61071.5
582,62772.5
583,67678
584,74201.5
585,78322.5
586,79454
587,79153
588,78435
589,78540
590,77576.5
591,74934
592,72528
593,71581.5
594,72191.5
595,77422
596,81091
597,77919
598,73857.5
599,71752
600,73866
601,72830.5
602,70178.5
603,69940
604,68133.5
605,66956.5
606,68508.5
607,73350.5
608,79805.5
609,83445.5
610,84076
611,83058.5
612,82235.5
613,82531.5
614,81496.5
615,78794
616,76443.5
617,75648.5
618,76112
619,80062.5
620,82316
621,78646.5
622,74450
623,71859.5
624,73404
625,72093
626,69175.5
627,68819.5
628,66284.5
629,64662
630,65508
631,69690.5
632,75419
633,78967.5
634,79976.5
635,79595
636,79322
637,80026
638,79191.5
639,76853
640,74549
641,73039.5
642,72660
643,75738
644,77496.5
645,73161.5
646,68463.5
647,65819.5
648,67107
649,65749.5
650,62665.5
651,61836
652,59414
653,57849.5
654,58771.5
655,62968
656,69040
657,72077.5
658,72413.5
659,72047
660,71785.5
661,72360.5
662,71300.5
663,68835.5
664,66423
665,65268
666,65257.5
667,68655
668,70875
669,67152
670,62866.5
671,60489
672,62215
673,61044
674,58050
675,57303.5
676,54938.5
677,53561
678,54720.5
679,58951.5
680,64974.5
681,68326
682,68714.5
683,68000
684,67482
685,67778
686,67017
687,64896
688,62893
689,61657
690,62096
691,65925.5
692,68086
693,64989.5
694,61352
695,59639.5
696,61583.5
697,60277
698,56907
699,55820.5
700,53220.5
701,51502
702,51408.5
703,52984.5
704,55050.5
705,57250.5
706,59676
707,61215.5
708,61783
709,63504
710,63270.5
711,60464.5
712,58735
713,57538
714,57758.5
715,61644.5
716,64204
717,62097
718,59059
719,57476
720,59757.5
721,58867
722,55859.5
723,54844
724,52305
725,50543
726,50235.5
727,51049.5
728,52315.5
729,53932.5
730,56657
731,59138
732,60528
733,62422.5
734,61677.5
735,58071
736,55667.5
737,54827
738,55708
739,61079
740,64484
741,62104.5
742,59044
743,57102
744,59009
745,58191
746,55719.5
747,55120
748,52954
749,51644
750,53088
751,57665
752,63753.5
753,67196.5
754,68333.5
755,68642
756,68843.5
757,70101.5
758,69711.5
759,67729.5
760,65999
761,64932.5
762,64881
763,68116
764,70933
765,67205
766,62889
767,60568.5
768,62140
769,60962.5
770,57854.5
771,57062.5
772,54856
773,53399.5
774,54436.5
775,58649
776,64634.5
777,67757
778,67669
779,67155
780,66863.5
781,67508
782,66622.5
783,64340.5
784,62089.5
785,60841.5
786,60570.5
787,64047
788,67234
789,64065
790,60044.5
791,57850.5
792,59302.5
793,58333
794,55576
795,54717
796,52414
797,50985
798,51998.5
799,56266
800,61995.5
801,65086
802,66510
803,66473
804,66536.5
805,67369.5
806,66740.5
807,64649
808,62863
809,61665.5
810,61326.5
811,65060
812,69029.5
813,65878
814,61668
815,59642
816,61579
817,60695.5
818,57871.5
819,57204
820,54931
821,53558.5
822,54704
823,59388.5
824,65755
825,68976.5
826,69369.5
827,68812
828,68402.5
829,68875
830,67754
831,65058.5
832,62673
833,61510
834,61589.5
835,65146
836,68553
837,65020
838,60923
839,58858.5
840,60702.5
841,59618
842,56645
843,55901.5
844,53511
845,52265.5
846,53411.5
847,57675.5
848,64203.5
849,67473
850,68011
851,67331.5
852,66922.5
853,67329.5
854,66245.5
855,63596.5
856,61221.5
857,59552
858,59512
859,63066.5
860,65917.5
861,63263.5
862,59518
863,57680
864,59751
865,58642
866,55401
867,54296
868,51597
869,49892.5
870,49873.5
871,51366
872,53746.5
873,55752.5
874,58703.5
875,60266.5
876,60924
877,62700.5
878,62592.5
879,59355
880,57416
881,56351
882,56579
883,59858
884,62877
885,60796.5
886,57700
887,56294
888,58933
889,58135.5
890,55290
891,54554
892,51981
893,50319.5
894,50151
895,51307
896,53020.5
897,54677
898,58070.5
899,61078.5
900,62676.5
901,64893.5
902,64428.5
903,60638.5
904,58572.5
905,57838
906,58680.5
907,64201.5
908,68656
909,66675
910,63830
911,62285
912,64657.5
913,63967
914,61491.5
915,61136
916,58941.5
917,57836.5
918,59610.5
919,64477.5
920,71024
921,74890.5
922,76662.5
923,77078.5
924,77288.5
925,78571.5
926,78035.5
927,76138
928,74171.5
929,73242
930,73266
931,76402
932,79873.5
933,76248.5
934,71808.5
935,69297
936,71137
937,70033
938,67130
939,66656.5
940,64500
941,63372
942,64668.5
943,69294
944,75739
945,79236
946,80785.5
947,80961.5
948,81126
949,82184
950,81698
951,79573.5
952,77521
953,76388
954,76346.5
955,79245.5
956,82288
