"periode","prod totale","prod PV","prod eolien"
1635,60199.500,0.000,2560.030
1636,58321.000,0.000,2560.030
1637,57375.000,0.000,2792.760
1638,59169.500,0.000,3490.950
1639,63967.000,0.000,4421.870
1640,69331.000,188.160,5352.790
1641,71804.000,1881.600,5818.250
1642,71847.000,4139.520,6050.980
1643,69864.000,6021.120,6516.440
1644,68167.500,7150.080,8378.280
1645,68241.500,7714.560,10240.120
1646,67147.000,7526.400,11171.040
1647,64762.500,6773.760,11636.500
1648,62478.000,5456.640,11869.230
1649,61398.000,3575.040,12101.960
1650,61194.000,1505.280,11869.230
1651,63790.000,188.160,12101.960
1652,69646.000,0.000,13265.610
1653,67344.500,0.000,14429.260
1654,62932.000,0.000,15360.180
1655,60812.500,0.000,15592.910
1656,62457.000,0.000,16058.370
1657,60892.500,0.000,16523.830
1658,57750.000,0.000,16756.560
1659,56983.500,0.000,16523.830
1660,54576.500,0.000,16756.560
1661,52839.000,0.000,16756.560
1662,53779.000,0.000,16989.290
1663,57852.500,0.000,16989.290
1664,62925.000,188.160,17222.020
1665,65448.000,752.640,16989.290
1666,66067.000,2069.760,16756.560
1667,65031.500,3386.880,16291.100
1668,64321.000,4327.680,16291.100
1669,64701.500,4704.000,16291.100
1670,63819.500,4704.000,16523.830
1671,61907.000,4139.520,16756.560
1672,60292.000,3198.720,16756.560
1673,58942.500,2069.760,16756.560
1674,58629.500,940.800,16523.830
1675,60557.500,188.160,16523.830
1676,65940.000,0.000,16523.830
1677,64559.500,0.000,16523.830
1678,60443.500,0.000,16523.830
1679,58418.000,0.000,15825.640
1680,60294.500,0.000,15360.180
1681,59288.000,0.000,14661.990
1682,56669.000,0.000,13963.800
1683,56155.000,0.000,13265.610
1684,53961.000,0.000,12101.960
1685,52817.500,0.000,11403.770
1686,54056.000,0.000,11171.040
1687,58681.500,0.000,11403.770
1688,63958.500,188.160,11869.230
1689,66428.500,1128.960,11869.230
1690,66517.500,3010.560,12101.960
1691,64988.000,4704.000,13731.070
1692,64232.500,5456.640,15360.180
1693,64889.500,5832.960,16058.370
1694,64321.000,6021.120,16523.830
1695,61744.000,5832.960,16756.560
1696,59333.000,4892.160,16989.290
1697,57962.500,3575.040,16989.290
1698,57508.500,1693.440,16523.830
1699,59521.500,376.320,15825.640
1700,64484.000,0.000,14894.720
1701,63609.500,0.000,14661.990
1702,60044.000,0.000,15127.450
1703,58492.000,0.000,15825.640
1704,60502.000,0.000,16291.100
1705,59291.500,0.000,16756.560
1706,56150.000,0.000,17454.750
1707,55159.000,0.000,17454.750
1708,52799.500,0.000,17454.750
1709,51198.000,0.000,17454.750
1710,51318.500,0.000,17454.750
1711,52922.000,0.000,17222.020
1712,54293.500,188.160,17454.750
1713,56463.500,1693.440,17222.020
1714,58402.000,3386.880,16989.290
1715,58653.000,4704.000,17222.020
1716,58449.000,5268.480,17687.480
1717,59854.500,5456.640,17687.480
1718,59376.000,5456.640,17687.480
1719,56248.000,4892.160,17687.480
1720,54125.000,4139.520,17454.750
1721,52728.500,2822.400,16989.290
1722,52956.500,1317.120,16291.100
1723,55472.500,188.160,15592.910
1724,60571.500,0.000,15127.450
1725,60816.500,0.000,14661.990
1726,57983.000,0.000,14429.260
1727,56805.500,0.000,13963.800
1728,59339.000,0.000,13731.070
1729,58660.500,0.000,13265.610
1730,55934.500,0.000,12800.150
1731,55107.000,0.000,12334.690
1732,52707.500,0.000,12101.960
1733,50914.000,0.000,12101.960
1734,50823.000,0.000,12101.960
1735,51689.500,0.000,11869.230
1736,52254.500,188.160,12101.960
1737,53889.000,1505.280,11636.500
1738,56023.500,3575.040,11636.500
1739,57158.000,5268.480,11869.230
1740,57709.000,6209.280,11869.230
1741,59154.000,6585.600,11869.230
1742,57759.500,6773.760,12101.960
1743,53826.000,6397.440,12567.420
1744,51372.000,5456.640,12800.150
1745,49936.000,3763.200,12567.420
1746,50401.500,1881.600,11869.230
1747,54122.500,376.320,10938.310
1748,60778.500,0.000,10705.580
1749,60987.500,0.000,10938.310
1750,58173.000,0.000,11636.500
1751,56480.000,0.000,12101.960
1752,58680.000,0.000,11869.230
1753,58008.000,0.000,11869.230
1754,55647.500,0.000,11869.230
1755,55089.000,0.000,12567.420
1756,52906.000,0.000,13032.880
1757,51671.000,0.000,13265.610
1758,53150.500,0.000,12800.150
1759,57946.500,0.000,12334.690
1760,63209.000,188.160,11869.230
1761,66377.500,1128.960,10938.310
1762,67835.500,2069.760,10705.580
1763,67697.000,3198.720,10705.580
1764,67365.000,3763.200,10705.580
1765,68077.500,4139.520,10705.580
1766,67470.500,3951.360,10938.310
1767,65202.500,3951.360,10938.310
1768,62674.500,3386.880,10705.580
1769,61108.000,2446.080,10705.580
1770,60333.500,1128.960,10007.390
1771,62099.500,188.160,8611.010
1772,67725.500,0.000,7680.090
1773,66096.000,0.000,6981.900
1774,61760.000,0.000,6283.710
1775,59626.500,0.000,5818.250
1776,61468.500,0.000,5585.520
1777,60269.500,0.000,5120.060
1778,57605.500,0.000,5120.060
1779,57107.000,0.000,4887.330
1780,54986.000,0.000,4654.600
1781,53974.500,0.000,4189.140
1782,55421.500,0.000,3956.410
1783,60091.500,0.000,3490.950
1784,65393.500,376.320,3258.220
1785,68190.000,1881.600,2792.760
1786,68512.000,3763.200,2327.300
1787,67361.500,5268.480,2560.030
1788,66757.500,6021.120,2792.760
1789,67407.000,6209.280,3490.950
1790,66744.000,6021.120,3956.410
1791,64678.000,5268.480,4421.870
1792,62585.500,4327.680,4887.330
1793,61147.000,3010.560,5120.060
1794,61039.000,1505.280,5585.520
1795,62525.000,376.320,6283.710
1796,67267.000,0.000,7214.630
1797,65739.000,0.000,8611.010
1798,61637.000,0.000,10007.390
1799,59525.500,0.000,10472.850
1800,60978.000,0.000,10705.580
1801,60054.500,0.000,11869.230
1802,57169.000,0.000,12334.690
1803,56740.500,0.000,12800.150
1804,54566.000,0.000,12567.420
1805,53328.000,0.000,11869.230
1806,54630.500,0.000,10938.310
1807,59208.000,0.000,10240.120
1808,63764.500,188.160,10007.390
1809,66818.500,1693.440,9309.200
1810,67761.500,3575.040,9076.470
1811,67253.000,5080.320,9076.470
1812,66883.000,6021.120,9541.930
1813,67493.500,6397.440,9541.930
1814,66720.500,6397.440,9541.930
1815,64809.500,5832.960,10007.390
1816,63152.000,4515.840,10705.580
1817,62108.000,3010.560,10938.310
1818,61849.500,1317.120,10472.850
1819,64133.500,188.160,9541.930
1820,68909.000,0.000,8611.010
1821,67295.000,0.000,7214.630
1822,63088.500,0.000,6516.440
1823,60912.000,0.000,6283.710
1824,62651.000,0.000,6283.710
1825,61714.000,0.000,5352.790
1826,59362.500,0.000,4887.330
1827,59118.000,0.000,4189.140
1828,57032.000,0.000,4189.140
1829,55900.000,0.000,3956.410
1830,57500.000,0.000,3956.410
1831,62135.500,0.000,3956.410
1832,67370.500,376.320,3723.680
1833,69773.000,2069.760,3490.950
1834,69833.000,3951.360,3025.490
1835,68526.500,5268.480,3258.220
1836,68305.000,5456.640,3723.680
1837,69250.500,5080.320,4189.140
1838,69069.000,4515.840,4654.600
1839,67128.000,3763.200,4887.330
1840,65091.500,3010.560,5120.060
1841,63890.500,2069.760,5120.060
1842,63558.000,940.800,5120.060
1843,65451.500,188.160,4887.330
1844,69896.000,0.000,4654.600
1845,68568.000,0.000,4189.140
1846,64571.000,0.000,3956.410
1847,62419.000,0.000,3723.680
1848,64390.500,0.000,3723.680
1849,63058.500,0.000,3956.410
1850,60264.000,0.000,4189.140
1851,59885.000,0.000,4654.600
1852,57577.500,0.000,5352.790
1853,56431.500,0.000,6050.980
1854,57730.000,0.000,6516.440
1855,62189.500,0.000,6981.900
1856,67321.500,188.160,7680.090
1857,70205.500,1128.960,8378.280
1858,71020.500,2446.080,9774.660
1859,70121.000,3763.200,11636.500
1860,69434.500,4515.840,12567.420
1861,69645.000,5080.320,13265.610
1862,68710.500,5268.480,13498.340
1863,65936.000,4892.160,13731.070
1864,63676.000,3951.360,13731.070
1865,61754.000,3010.560,13498.340
1866,61278.500,1505.280,12567.420
1867,62943.500,376.320,10705.580
1868,67945.000,0.000,8843.740
1869,67985.500,0.000,8611.010
1870,64789.500,0.000,8378.280
1871,63094.000,0.000,7912.820
1872,65010.500,0.000,7680.090
1873,64013.500,0.000,7447.360
1874,61130.500,0.000,7214.630
1875,60465.500,0.000,6981.900
1876,58449.000,0.000,6283.710
1877,57113.500,0.000,6050.980
1878,57456.500,0.000,5585.520
1879,59442.500,0.000,5352.790
1880,60967.000,564.480,5352.790
1881,62871.000,2822.400,4421.870
1882,63586.000,5456.640,3723.680
1883,62701.500,7526.400,4189.140
1884,61618.000,8467.200,5120.060
1885,62427.000,8843.520,5352.790
1886,61448.500,8843.520,5352.790
1887,57570.500,8467.200,5585.520
1888,54769.500,7526.400,5818.250
1889,53038.500,5456.640,6050.980
1890,52845.000,2822.400,5818.250
1891,55485.500,564.480,5585.520
1892,61801.000,0.000,5585.520
1893,63441.000,0.000,5818.250
1894,60625.000,0.000,5818.250
1895,59484.500,0.000,5120.060
1896,62051.500,0.000,4887.330
1897,61402.500,0.000,4421.870
1898,58810.000,0.000,3956.410
1899,58325.500,0.000,3723.680
1900,55938.000,0.000,3723.680
1901,54147.500,0.000,3956.410
1902,53880.000,0.000,3723.680
1903,54760.000,0.000,3723.680
1904,54944.500,564.480,3723.680
1905,56369.500,2257.920,3956.410
1906,58370.500,4327.680,3956.410
1907,59631.500,5832.960,4887.330
1908,60347.500,6773.760,5818.250
1909,62121.500,6961.920,6516.440
1910,60922.000,6961.920,6516.440
1911,56453.500,6397.440,6749.170
1912,53770.000,4892.160,7214.630
1913,52443.500,3198.720,7912.820
1914,52529.000,1317.120,8611.010
1915,55621.000,376.320,8378.280
1916,62170.500,0.000,7912.820
1917,63034.500,0.000,7680.090
1918,60061.000,0.000,7912.820
1919,58211.000,0.000,7447.360
1920,60235.500,0.000,7214.630
1921,59600.500,0.000,6749.170
1922,57414.500,0.000,6283.710
1923,57228.000,0.000,5818.250
1924,55367.500,0.000,5120.060
1925,54444.000,0.000,4887.330
1926,56503.500,0.000,4654.600
1927,61651.500,0.000,4421.870
1928,66867.500,564.480,4421.870
1929,69512.000,2446.080,3956.410
1930,69420.000,4704.000,3258.220
1931,67944.000,6397.440,3258.220
1932,67113.000,7338.240,3258.220
1933,67751.500,7902.720,3258.220
1934,66900.000,8090.880,3258.220
1935,64244.000,7526.400,3258.220
1936,61898.500,6585.600,3490.950
1937,60313.000,4892.160,3490.950
1938,60037.500,2634.240,3490.950
1939,62058.500,564.480,3258.220
1940,67459.500,0.000,3258.220
1941,66843.000,0.000,3258.220
1942,62626.500,0.000,3490.950
1943,60511.000,0.000,3258.220
1944,62582.500,0.000,3025.490
1945,61783.000,0.000,2792.760
1946,59288.500,0.000,2560.030
1947,59317.500,0.000,2560.030
1948,57592.000,0.000,2792.760
1949,56699.000,0.000,2792.760
1950,58546.000,0.000,3025.490
1951,63462.500,0.000,3025.490
1952,68446.000,752.640,3025.490
1953,69989.500,3010.560,2327.300
1954,68400.500,5832.960,1396.380
1955,65399.500,7714.560,1396.380
1956,63611.000,9031.680,930.920
1957,63340.500,9408.000,698.190
1958,61905.500,9408.000,465.460
1959,59055.000,8843.520,465.460
1960,56480.000,7714.560,465.460
1961,54752.500,5644.800,465.460
1962,54093.500,3010.560,465.460
1963,56382.500,752.640,465.460
1964,62365.500,0.000,465.460
1965,62989.500,0.000,698.190
1966,59539.500,0.000,1163.650
1967,57735.500,0.000,1396.380
1968,59968.500,0.000,1629.110
1969,59423.000,0.000,1861.840
1970,57106.500,0.000,1861.840
1971,57213.500,0.000,2094.570
1972,55365.500,0.000,1861.840
1973,54528.000,0.000,1861.840
1974,56343.500,0.000,1629.110
1975,61143.000,0.000,1396.380
1976,65492.000,940.800,1396.380
1977,67088.000,3386.880,1396.380
1978,65628.000,6021.120,698.190
1979,62840.500,7902.720,465.460
1980,60689.500,8843.520,698.190
1981,60614.500,9408.000,1163.650
1982,59076.500,9219.840,1396.380
1983,56419.500,8655.360,1629.110
1984,54083.000,7338.240,1861.840
1985,52342.000,5456.640,2327.300
1986,51736.000,2822.400,2327.300
1987,54270.000,564.480,2327.300
1988,60389.500,0.000,2560.030
1989,60567.000,0.000,2792.760
1990,56945.500,0.000,2792.760
1991,55152.000,0.000,2792.760
1992,57076.500,0.000,2560.030
1993,56332.000,0.000,2560.030
1994,53898.000,0.000,2094.570
1995,53427.500,0.000,2094.570
1996,51308.500,0.000,2327.300
1997,50131.500,0.000,2327.300
1998,51435.500,0.000,2094.570
1999,55952.500,0.000,2094.570
2000,60735.500,564.480,2094.570
2001,62957.000,2069.760,1861.840
2002,62723.000,3763.200,1396.380
2003,61241.500,5456.640,1396.380
2004,60302.000,6397.440,1861.840
2005,60699.000,6961.920,2094.570
2006,60017.000,6773.760,2094.570
2007,57459.500,6585.600,2327.300
2008,56119.500,5832.960,2327.300
2009,53424.000,4327.680,2327.300
2010,52465.000,2446.080,2094.570
2011,54545.500,564.480,1629.110
2012,59935.000,0.000,1396.380
2013,60076.000,0.000,1629.110
2014,56553.500,0.000,1861.840
2015,54586.000,0.000,2327.300
2016,56898.000,0.000,2792.760
2017,56132.500,0.000,3490.950
2018,53599.000,0.000,3723.680
2019,53048.000,0.000,3723.680
2020,51304.500,0.000,3956.410
2021,50251.500,0.000,3956.410
2022,51665.500,0.000,4421.870
2023,56042.000,0.000,4887.330
2024,60413.000,564.480,5120.060
2025,62480.000,2257.920,4654.600
2026,62084.000,3951.360,4654.600
2027,60303.000,5644.800,5818.250
2028,59023.000,6397.440,7912.820
2029,59722.500,6397.440,9541.930
2030,59212.500,6209.280,10240.120
2031,56822.500,5456.640,10472.850
2032,54683.000,4327.680,10938.310
2033,53265.500,2822.400,10938.310
2034,52879.500,1317.120,10705.580
2035,54807.000,376.320,10007.390
2036,59154.500,0.000,9774.660
2037,59413.000,0.000,10007.390
2038,56460.500,0.000,9774.660
2039,54789.500,0.000,10007.390
2040,56784.000,0.000,10705.580
2041,55622.000,0.000,10705.580
2042,52446.000,0.000,10705.580
2043,51684.000,0.000,11403.770
2044,49538.500,0.000,11636.500
2045,48230.000,0.000,11403.770
2046,48592.500,0.000,10938.310
2047,50498.000,0.000,10472.850
2048,51881.500,752.640,9541.930
2049,53363.000,3010.560,8843.740
2050,54185.000,5456.640,8843.740
2051,53784.000,6961.920,9541.930
2052,53105.000,7526.400,9774.660
2053,54538.500,7902.720,9774.660
2054,53954.500,8090.880,9541.930
2055,50708.000,7714.560,9309.200
2056,48130.000,6773.760,8611.010
2057,46477.500,5080.320,7447.360
2058,45997.500,2822.400,5120.060
2059,48110.000,752.640,3025.490
2060,53755.000,0.000,2094.570
2061,55625.500,0.000,1861.840
2062,53278.500,0.000,2327.300
2063,52418.000,0.000,2560.030
2064,55174.000,0.000,3025.490
2065,54804.500,0.000,3490.950
2066,52245.500,0.000,3956.410
2067,51975.000,0.000,4189.140
2068,51975.000,0.000,4189.140
2069,49370.500,0.000,4189.140
2070,48070.500,0.000,4189.140
2071,48485.500,0.000,4189.140
2072,49397.000,1128.960,4189.140
2073,50194.000,3575.040,3956.410
2074,51376.500,6021.120,3723.680
2075,51423.500,7902.720,5120.060
2076,50910.000,9031.680,6283.710
2077,51237.000,9408.000,5585.520
2078,50562.500,8843.520,3956.410
2079,46294.000,8279.040,3490.950
2080,43461.000,6961.920,3025.490
2081,41101.000,5456.640,3025.490
2082,40390.500,3010.560,2792.760
2083,41950.500,752.640,2094.570
2084,46472.000,0.000,2327.300
2085,49977.000,0.000,3025.490
2086,50948.500,0.000,3956.410
2087,49719.000,0.000,4654.600
2088,51991.000,0.000,5352.790
2089,51445.500,0.000,5585.520
2090,49104.000,0.000,5352.790
2091,48819.500,0.000,4887.330
2092,46996.500,0.000,4654.600
2093,45889.000,0.000,4421.870
2094,47466.000,0.000,4421.870
2095,52252.500,0.000,4189.140
2096,58420.000,1128.960,3956.410
2097,61361.500,3575.040,3258.220
2098,61166.500,6209.280,2327.300
2099,58826.000,8090.880,1861.840
2100,56627.500,9219.840,1861.840
2101,56166.000,9596.160,1861.840
2102,54767.000,9596.160,1629.110
2103,52318.500,9031.680,1629.110
2104,49856.500,7714.560,1396.380
2105,47906.500,5644.800,1163.650
2106,46476.000,3010.560,1163.650
2107,47348.000,752.640,1163.650
2108,50578.500,0.000,1861.840
2109,51761.500,0.000,2327.300
2110,51043.500,0.000,3025.490
2111,49147.500,0.000,3490.950
2112,51218.000,0.000,3956.410
2113,50198.500,0.000,4189.140
2114,47247.000,0.000,4189.140
2115,46602.000,0.000,3956.410
2116,44707.000,0.000,3723.680
2117,43603.500,0.000,3723.680
2118,44755.000,0.000,3723.680
2119,49132.000,0.000,3723.680
2120,55284.500,1128.960,3490.950
2121,57773.000,3386.880,3025.490
2122,57504.000,6021.120,1861.840
2123,55418.000,7714.560,1163.650
2124,53873.000,8843.520,1163.650
2125,53904.500,9408.000,1163.650
2126,52878.000,9408.000,1396.380
2127,50752.500,8655.360,1629.110
2128,48621.500,7338.240,1629.110
2129,46991.500,5456.640,1396.380
2130,45887.500,2822.400,1163.650
2131,46550.000,752.640,930.920
2132,49370.000,0.000,1396.380
2133,50384.000,0.000,1629.110
2134,49627.000,0.000,1861.840
2135,47544.500,0.000,2094.570
2136,49427.500,0.000,2327.300
2137,48205.000,0.000,2560.030
2138,45180.500,0.000,2560.030
2139,44526.000,0.000,2792.760
2140,42377.000,0.000,2792.760
2141,41259.000,0.000,2792.760
2142,42154.500,0.000,2792.760
2143,46259.500,0.000,2792.760
2144,51441.500,1128.960,2792.760
2145,54305.500,3386.880,2327.300
2146,54662.000,5644.800,1396.380
2147,53282.500,7526.400,930.920
2148,52174.000,8467.200,930.920
2149,52827.500,9031.680,930.920
2150,52148.000,8843.520,1163.650
2151,50485.000,8279.040,1163.650
2152,48713.000,6961.920,1163.650
2153,47145.000,4892.160,1163.650
2154,45872.000,2634.240,930.920
2155,46567.500,752.640,930.920
2156,49480.500,0.000,1163.650
2157,49376.000,0.000,1396.380
2158,49303.500,0.000,1629.110
2159,47744.500,0.000,1861.840
2160,49194.000,0.000,1861.840
2161,47774.000,0.000,2094.570
2162,44840.000,0.000,2327.300
2163,44144.500,0.000,2327.300
2164,41912.500,0.000,2094.570
2165,40848.500,0.000,2094.570
2166,41655.500,0.000,1861.840
2167,45440.500,0.000,1861.840
2168,50902.500,1128.960,1861.840
2169,53445.000,3386.880,1629.110
2170,53809.000,5644.800,1163.650
2171,52957.000,7526.400,930.920
2172,52093.500,8655.360,1163.650
2173,52718.500,9031.680,1629.110
2174,52156.500,9031.680,2327.300
2175,50241.000,8467.200,3025.490
2176,48543.000,7150.080,3723.680
2177,46864.000,5080.320,4887.330
2178,45604.500,2634.240,5585.520
2179,46107.000,752.640,6283.710
2180,48363.000,0.000,7680.090
2181,48686.000,0.000,9076.470
2182,48092.000,0.000,9541.930
2183,46543.000,0.000,9309.200
2184,48453.000,0.000,9309.200
2185,47143.500,0.000,8843.740
2186,43913.000,0.000,8611.010
2187,43219.500,0.000,8145.550
2188,41046.500,0.000,7912.820
2189,39773.000,0.000,8145.550
2190,40489.500,0.000,7912.820
2191,44171.000,0.000,8145.550
2192,49381.500,1128.960,8378.280
2193,52204.000,3198.720,8145.550
2194,53239.000,5644.800,7680.090
2195,52625.500,7526.400,7680.090
2196,52028.000,8467.200,7912.820
2197,52797.000,9031.680,8611.010
2198,52096.500,9031.680,9541.930
2199,49850.500,8279.040,10705.580
2200,47651.000,6961.920,11171.040
2201,45812.500,5080.320,12567.420
2202,44795.000,2634.240,13265.610
2203,45677.500,752.640,13265.610
2204,47947.000,0.000,13032.880
2205,48920.000,0.000,13265.610
2206,49173.500,0.000,13265.610
2207,47965.000,0.000,12567.420
2208,50201.000,0.000,12101.960
2209,49062.500,0.000,11636.500
2210,45806.000,0.000,11171.040
2211,44843.500,0.000,10007.390
2212,42568.000,0.000,9076.470
2213,41092.000,0.000,9076.470
2214,41083.500,0.000,9076.470
2215,42627.000,0.000,10007.390
2216,44375.000,940.800,10472.850
2217,46521.500,3010.560,11171.040
2218,49092.500,5268.480,12334.690
2219,50090.500,7338.240,13265.610
2220,50207.000,8655.360,13032.880
2221,51458.500,9408.000,12567.420
2222,51081.000,9596.160,11869.230
2223,47693.500,9031.680,11869.230
2224,45428.000,7714.560,11869.230
2225,43861.500,5832.960,11869.230
2226,43026.500,3198.720,11869.230
2227,43964.000,940.800,10938.310
2228,46893.000,0.000,10240.120
2229,48498.000,0.000,10240.120
2230,49196.000,0.000,10240.120
2231,48375.000,0.000,10007.390
2232,51009.000,0.000,9541.930
2233,50540.500,0.000,8611.010
2234,47622.000,0.000,7912.820
2235,46735.500,0.000,7214.630
2236,44733.500,0.000,6981.900
2237,43175.000,0.000,6516.440
2238,43014.500,0.000,6050.980
2239,43990.500,0.000,5352.790
2240,45052.500,1317.120,4189.140
2241,46753.500,3763.200,2560.030
2242,49026.000,6209.280,2094.570
2243,50059.500,7902.720,2094.570
2244,50269.500,8843.520,2094.570
2245,51050.500,9219.840,2327.300
2246,49635.500,9219.840,2094.570
2247,45132.500,8843.520,2094.570
2248,42440.500,7714.560,2094.570
2249,40486.500,5832.960,2094.570
2250,39418.000,3386.880,1861.840
2251,40655.000,940.800,1861.840
2252,44038.500,0.000,2094.570
2253,46658.500,0.000,2792.760
2254,48387.000,0.000,3025.490
2255,47717.500,0.000,3258.220
2256,50409.500,0.000,3723.680
2257,50094.000,0.000,3723.680
2258,47506.500,0.000,3956.410
2259,46974.500,0.000,3956.410
2260,44895.000,0.000,4421.870
2261,43550.000,0.000,4887.330
2262,43716.500,0.000,5585.520
2263,45220.500,188.160,6283.710
2264,46325.000,1128.960,6749.170
2265,47559.500,3386.880,6749.170
2266,49463.500,5456.640,7912.820
2267,50749.000,7150.080,8843.740
2268,51379.000,8090.880,9309.200
2269,53106.000,8467.200,9774.660
2270,52467.500,8279.040,10240.120
2271,49169.500,7714.560,10705.580
2272,46867.000,6397.440,10705.580
2273,45533.500,4515.840,10705.580
2274,45533.500,2446.080,10240.120
2275,47488.000,752.640,8843.740
2276,51352.500,0.000,7680.090
2277,52606.000,0.000,6749.170
2278,53058.500,0.000,5818.250
2279,51844.000,0.000,5818.250
2280,54136.000,0.000,5352.790
2281,53521.500,0.000,5818.250
2282,51008.500,0.000,6050.980
2283,50808.000,0.000,6516.440
2284,48891.500,0.000,6050.980
2285,48088.000,0.000,5585.520
2286,50077.000,0.000,5352.790
2287,54743.000,188.160,5352.790
2288,60096.000,1128.960,4654.600
2289,64346.500,3386.880,3723.680
2290,65898.500,5832.960,4189.140
2291,64910.500,7150.080,6050.980
2292,64108.500,7902.720,7447.360
2293,65335.500,8279.040,7912.820
2294,64598.000,8467.200,7912.820
2295,62361.000,8279.040,8843.740
2296,59907.000,7338.240,9774.660
2297,58132.000,5456.640,10240.120
2298,57021.000,3198.720,9774.660
2299,57867.500,940.800,8611.010
2300,61064.000,0.000,6981.900
2301,61640.000,0.000,5818.250
2302,61543.500,0.000,5120.060
2303,59992.000,0.000,4887.330
2304,62346.000,0.000,4654.600
2305,61172.000,0.000,4654.600
2306,58305.000,0.000,4887.330
2307,58058.500,0.000,5120.060
2308,56195.500,0.000,4887.330
2309,55205.000,0.000,5120.060
2310,56538.000,0.000,5352.790
2311,60907.500,188.160,5120.060
2312,65623.500,1317.120,4654.600
2313,69204.500,3951.360,3956.410
2314,70116.000,6397.440,5352.790
2315,68453.500,8090.880,6981.900
2316,67021.500,9219.840,7214.630
2317,67559.000,9784.320,7214.630
2318,65960.000,9784.320,7447.360
2319,63079.000,9219.840,7680.090
2320,60095.000,7902.720,7912.820
2321,57831.000,6021.120,7447.360
2322,56467.500,3386.880,6516.440
2323,57585.000,940.800,4887.330
2324,61032.500,0.000,3025.490
2325,61507.500,0.000,2094.570
2326,61198.000,0.000,1629.110
2327,59872.500,0.000,1163.650
2328,62071.500,0.000,930.920
2329,61010.000,0.000,930.920
2330,58295.500,0.000,930.920
2331,57902.500,0.000,930.920
2332,56069.000,0.000,930.920
2333,54895.500,0.000,930.920
2334,56203.000,0.000,930.920
2335,60385.500,188.160,930.920
2336,65118.500,1505.280,698.190
2337,68302.000,4139.520,465.460
2338,68595.000,6585.600,465.460
2339,66453.500,8279.040,465.460
2340,64636.500,9408.000,465.460
2341,64259.500,9784.320,698.190
2342,62775.000,9784.320,698.190
2343,59735.500,9219.840,698.190
2344,56772.500,7902.720,698.190
2345,54250.000,5832.960,930.920
2346,52480.000,3198.720,930.920
2347,52980.500,940.800,930.920
2348,55874.000,0.000,1163.650
2349,56676.500,0.000,1629.110
2350,56922.500,0.000,1861.840
2351,55731.500,0.000,2327.300
2352,58056.000,0.000,2792.760
2353,57006.000,0.000,3258.220
2354,54171.500,0.000,3723.680
2355,53621.000,0.000,4421.870
2356,51566.500,0.000,4654.600
2357,50449.000,0.000,4887.330
2358,51554.500,0.000,4887.330
2359,55504.500,188.160,4887.330
2360,60003.500,1128.960,4654.600
2361,63300.000,2634.240,4189.140
2362,64320.500,4327.680,3490.950
2363,62768.000,5644.800,3723.680
2364,61254.000,6585.600,3956.410
2365,61407.500,6961.920,4654.600
2366,59874.500,6773.760,5585.520
2367,56926.000,5644.800,5818.250
2368,54281.500,4327.680,6050.980
2369,52213.000,2822.400,6050.980
2370,51226.500,1317.120,5352.790
2371,52431.000,376.320,5352.790
2372,55319.500,0.000,5818.250
2373,55182.000,0.000,6283.710
2374,54370.000,0.000,6516.440
2375,52765.000,0.000,6283.710
2376,54770.500,0.000,5352.790
2377,53688.500,0.000,4887.330
2378,50261.500,0.000,4887.330
2379,49022.500,0.000,4654.600
2380,46386.500,0.000,4421.870
2381,44613.500,0.000,4189.140
2382,44342.000,0.000,4654.600
2383,45686.500,0.000,5120.060
2384,46734.000,564.480,5585.520
2385,48642.000,1505.280,5585.520
2386,51336.000,2446.080,5585.520
2387,52872.000,3386.880,5818.250
2388,53534.000,3951.360,6050.980
2389,55514.500,3951.360,6050.980
2390,55443.500,3763.200,6050.980
2391,52301.000,3386.880,6050.980
2392,50132.500,2822.400,6283.710
2393,48520.000,2257.920,6516.440
2394,47706.000,1317.120,6283.710
2395,48968.500,564.480,6050.980
2396,51889.500,0.000,5818.250
2397,52266.000,0.000,5352.790
2398,51888.500,0.000,5120.060
2399,50772.500,0.000,4887.330
2400,53371.000,0.000,5120.060
2401,52451.000,0.000,5352.790
2402,49203.500,0.000,5352.790
2403,48314.500,0.000,5585.520
2404,45596.500,0.000,5818.250
2405,43866.000,0.000,6050.980
2406,43444.500,0.000,6283.710
2407,44328.500,0.000,6749.170
2408,44816.500,564.480,6981.900
2409,46394.500,1505.280,6981.900
2410,49372.500,2257.920,7447.360
2411,51830.500,2822.400,7447.360
2412,53915.500,3386.880,7447.360
2413,56622.500,3575.040,7214.630
2414,56182.500,3575.040,6981.900
2415,52326.500,3386.880,7447.360
2416,50045.000,2822.400,7912.820
2417,48654.500,2069.760,7912.820
2418,48137.500,1317.120,7214.630
2419,49768.500,564.480,6283.710
2420,53209.500,0.000,5352.790
2421,54273.000,0.000,4654.600
2422,54839.000,0.000,4654.600
2423,53998.000,0.000,4887.330
2424,56567.500,0.000,4654.600
2425,56014.000,0.000,4189.140
2426,53446.500,0.000,3490.950
2427,53036.000,0.000,3258.220
2428,51285.500,0.000,3025.490
2429,50450.000,0.000,2560.030
2430,52238.500,0.000,2560.030
2431,56804.000,188.160,2560.030
2432,61495.500,1505.280,2327.300
2433,65115.500,3763.200,1861.840
2434,66130.500,6021.120,1861.840
2435,64829.000,7338.240,2327.300
2436,63848.000,7902.720,3025.490
2437,64416.500,7902.720,3258.220
2438,63555.000,8090.880,3723.680
