"periode","prod totale","prod PV","prod eolien"
4364,48884.000,752.640,698.190
4365,47159.000,188.160,698.190
4366,44794.500,0.000,698.190
4367,44851.500,0.000,698.190
4368,47209.500,0.000,698.190
4369,44915.000,0.000,465.460
4370,41151.500,0.000,465.460
4371,40056.500,0.000,698.190
4372,37744.000,0.000,698.190
4373,36600.000,0.000,465.460
4374,37211.500,188.160,465.460
4375,39263.500,940.800,465.460
4376,43403.000,2822.400,232.730
4377,47226.500,4892.160,232.730
4378,49459.500,6773.760,232.730
4379,50512.500,8090.880,232.730
4380,51229.500,8843.520,232.730
4381,52455.500,9219.840,232.730
4382,52457.500,9219.840,465.460
4383,51366.500,8279.040,465.460
4384,50244.000,6961.920,465.460
4385,48743.500,5268.480,465.460
4386,47738.500,3386.880,465.460
4387,48101.500,1881.600,698.190
4388,48242.000,564.480,698.190
4389,46316.000,0.000,930.920
4390,44093.000,0.000,1163.650
4391,44511.000,0.000,1861.840
4392,46675.500,0.000,2094.570
4393,44543.000,0.000,2327.300
4394,40397.500,0.000,2560.030
4395,38896.000,0.000,2560.030
4396,36370.000,0.000,2560.030
4397,34736.500,0.000,2560.030
4398,34180.500,188.160,2327.300
4399,34273.000,564.480,2094.570
4400,35651.500,1505.280,1629.110
4401,38216.000,2634.240,1396.380
4402,41221.500,3951.360,1163.650
4403,43226.000,4892.160,1163.650
4404,44510.500,5644.800,1396.380
4405,46428.000,5832.960,1861.840
4406,46614.500,5456.640,1861.840
4407,44627.000,5644.800,1861.840
4408,43169.500,5456.640,1861.840
4409,41741.500,4704.000,2094.570
4410,41214.500,3386.880,2094.570
4411,41842.500,1693.440,1861.840
4412,42732.500,564.480,1629.110
4413,41715.000,0.000,1396.380
4414,40199.500,0.000,1163.650
4415,40969.000,0.000,1163.650
4416,43818.000,0.000,1163.650
4417,41801.000,0.000,1163.650
4418,38195.000,0.000,930.920
4419,36825.000,0.000,930.920
4420,34459.500,0.000,930.920
4421,32900.500,0.000,930.920
4422,32343.000,0.000,1163.650
4423,31788.000,376.320,1396.380
4424,32579.000,752.640,1396.380
4425,34386.500,1317.120,2094.570
4426,37167.500,2257.920,3258.220
4427,39725.500,3575.040,3723.680
4428,41704.000,4704.000,4654.600
4429,43934.000,5644.800,5120.060
4430,43920.500,6397.440,5352.790
4431,41274.500,6397.440,5352.790
4432,39824.500,5644.800,5120.060
4433,38640.000,4704.000,4654.600
4434,38244.000,3198.720,4887.330
4435,39288.000,1693.440,4421.870
4436,41166.500,564.480,3956.410
4437,41110.500,0.000,3723.680
4438,40320.500,0.000,3490.950
4439,41211.500,0.000,3258.220
4440,43536.000,0.000,3025.490
4441,41481.000,0.000,3258.220
4442,37957.000,0.000,3258.220
4443,36780.500,0.000,3490.950
4444,34698.500,0.000,3490.950
4445,33873.000,0.000,3490.950
4446,35102.500,0.000,3723.680
4447,37771.000,752.640,3723.680
4448,42067.000,2069.760,3490.950
4449,46011.500,3951.360,3258.220
4450,48641.000,5644.800,3723.680
4451,50041.500,7150.080,3956.410
4452,50983.500,7902.720,4421.870
4453,52383.000,8279.040,4887.330
4454,52481.500,8467.200,5120.060
4455,51538.000,8090.880,5352.790
4456,50390.000,7338.240,5352.790
4457,49210.500,5832.960,5120.060
4458,48222.000,4139.520,4887.330
4459,48455.500,2069.760,4654.600
4460,49785.500,564.480,4887.330
4461,48191.500,0.000,5120.060
4462,45283.000,0.000,6516.440
4463,45137.500,0.000,8145.550
4464,47013.500,0.000,9309.200
4465,44455.000,0.000,10472.850
4466,40840.000,0.000,10705.580
4467,39877.500,0.000,10938.310
4468,37774.000,0.000,10938.310
4469,36662.500,0.000,11171.040
4470,37395.000,0.000,10938.310
4471,39445.000,564.480,11403.770
4472,43357.000,1505.280,11636.500
4473,47299.000,2446.080,11869.230
4474,49881.500,3763.200,11869.230
4475,51108.000,4515.840,11636.500
4476,52103.500,5080.320,11171.040
4477,53182.000,5456.640,10938.310
4478,52896.000,5456.640,10472.850
4479,52019.500,5456.640,9774.660
4480,50722.500,4892.160,9309.200
4481,49278.500,3763.200,7912.820
4482,48254.500,2634.240,6283.710
4483,48057.500,1505.280,4654.600
4484,48990.500,564.480,3490.950
4485,47280.000,0.000,3025.490
4486,44871.500,0.000,3490.950
4487,45075.000,0.000,3956.410
4488,47088.000,0.000,4421.870
4489,44688.500,0.000,4421.870
4490,40813.500,0.000,4654.600
4491,39749.000,0.000,4654.600
4492,37584.500,0.000,4189.140
4493,36368.000,0.000,3956.410
4494,37057.000,0.000,3490.950
4495,39205.500,752.640,2560.030
4496,42745.500,2257.920,1861.840
4497,46568.000,4139.520,1629.110
4498,49102.000,5832.960,1629.110
4499,50435.500,6961.920,1629.110
4500,51436.000,7526.400,1861.840
4501,52822.000,7714.560,2094.570
4502,52798.000,7338.240,2094.570
4503,51872.000,6397.440,2094.570
4504,50595.500,5456.640,2094.570
4505,49158.500,4327.680,2094.570
4506,48075.000,3198.720,2327.300
4507,48284.000,1881.600,2327.300
4508,49260.000,564.480,2327.300
4509,47638.500,0.000,2327.300
4510,45105.500,0.000,2094.570
4511,45500.000,0.000,2094.570
4512,47453.500,0.000,2094.570
4513,44928.000,0.000,1861.840
4514,41090.500,0.000,1861.840
4515,40041.000,0.000,1861.840
4516,37630.000,0.000,1629.110
4517,36541.500,0.000,1629.110
4518,37205.500,0.000,1396.380
4519,39131.500,752.640,1396.380
4520,42951.000,2069.760,1163.650
4521,46832.500,3575.040,1163.650
4522,49279.000,4892.160,1396.380
4523,50677.000,6021.120,1629.110
4524,51594.500,6585.600,1861.840
4525,52792.500,6773.760,1861.840
4526,52681.500,6773.760,2094.570
4527,51549.500,6961.920,2327.300
4528,50208.000,6585.600,2792.760
4529,48858.000,5644.800,3025.490
4530,47813.000,4139.520,2792.760
4531,47966.000,2257.920,2792.760
4532,48774.000,752.640,2327.300
4533,47183.500,0.000,1861.840
4534,44708.500,0.000,1629.110
4535,44975.000,0.000,1629.110
4536,46866.000,0.000,1629.110
4537,44502.500,0.000,1629.110
4538,40844.500,0.000,1629.110
4539,39676.000,0.000,1396.380
4540,37571.500,0.000,1396.380
4541,36575.000,0.000,1163.650
4542,37162.000,188.160,930.920
4543,39188.500,940.800,930.920
4544,42763.500,2634.240,698.190
4545,46557.500,4704.000,465.460
4546,49216.500,6397.440,698.190
4547,50377.500,7338.240,698.190
4548,51113.500,7902.720,698.190
4549,52189.000,8279.040,930.920
4550,52076.500,8467.200,930.920
4551,50786.000,8279.040,698.190
4552,49344.000,7714.560,698.190
4553,47871.000,6397.440,698.190
4554,46899.500,4515.840,698.190
4555,47180.500,2257.920,465.460
4556,47516.500,752.640,465.460
4557,46048.500,0.000,465.460
4558,44042.000,0.000,465.460
4559,44612.000,0.000,465.460
4560,46840.500,0.000,465.460
4561,44509.500,0.000,465.460
4562,40422.500,0.000,465.460
4563,38973.000,0.000,465.460
4564,36406.000,0.000,465.460
4565,34714.000,0.000,465.460
4566,34319.500,188.160,698.190
4567,34468.500,752.640,698.190
4568,35824.000,2257.920,698.190
4569,38229.000,4139.520,465.460
4570,41171.500,5644.800,465.460
4571,43359.500,6585.600,698.190
4572,44397.000,7150.080,698.190
4573,46072.000,7338.240,1163.650
4574,46335.000,7338.240,1861.840
4575,44303.000,7150.080,1861.840
4576,42922.500,6209.280,2560.030
4577,41586.500,5268.480,2792.760
4578,41047.500,3763.200,2560.030
4579,41618.000,2069.760,2327.300
4580,42489.000,752.640,2094.570
4581,41465.500,0.000,1629.110
4582,40082.000,0.000,1629.110
4583,40974.000,0.000,1861.840
4584,43710.000,0.000,1629.110
4585,41892.500,0.000,1396.380
4586,38272.000,0.000,1396.380
4587,36835.500,0.000,1163.650
4588,34392.000,0.000,930.920
4589,32889.000,0.000,698.190
4590,32280.000,188.160,465.460
4591,31715.000,752.640,465.460
4592,32429.500,2634.240,232.730
4593,34374.500,4704.000,232.730
4594,37107.000,6585.600,232.730
4595,39467.500,7902.720,232.730
4596,41084.000,8843.520,232.730
4597,43015.500,9408.000,232.730
4598,43249.500,9408.000,232.730
4599,41027.000,9031.680,232.730
4600,39704.500,8090.880,465.460
4601,38498.500,6397.440,465.460
4602,38197.500,4327.680,465.460
4603,39279.500,2257.920,465.460
4604,40996.500,752.640,698.190
4605,41307.000,0.000,930.920
4606,40773.000,0.000,1629.110
4607,41811.500,0.000,2327.300
4608,44103.500,0.000,2792.760
4609,42141.500,0.000,3025.490
4610,38286.500,0.000,3258.220
4611,37067.000,0.000,3490.950
4612,34926.500,0.000,3258.220
4613,34035.000,0.000,2792.760
4614,35108.500,0.000,2792.760
4615,37486.500,376.320,2560.030
4616,41202.500,1128.960,2094.570
4617,45392.000,2069.760,1861.840
4618,48278.000,3010.560,1861.840
4619,49964.500,4139.520,1861.840
4620,51208.500,4704.000,2327.300
4621,52633.000,4892.160,2327.300
4622,52627.500,5080.320,2327.300
4623,51638.500,4704.000,2792.760
4624,50242.000,3951.360,3025.490
4625,48918.500,3198.720,3490.950
4626,47649.500,2257.920,3723.680
4627,47678.000,1317.120,3723.680
4628,49091.500,564.480,3723.680
4629,47349.500,0.000,3723.680
4630,44865.000,0.000,3490.950
4631,44747.000,0.000,3723.680
4632,46429.500,0.000,3956.410
4633,44190.500,0.000,4189.140
4634,40314.000,0.000,3723.680
4635,39418.000,0.000,3490.950
4636,37274.500,0.000,3490.950
4637,36208.500,0.000,3258.220
4638,36939.500,0.000,3258.220
4639,38994.500,564.480,3490.950
4640,42418.500,1505.280,3490.950
4641,46335.500,2634.240,3723.680
4642,49099.500,3763.200,3956.410
4643,50707.500,4704.000,3956.410
4644,51752.500,5268.480,4421.870
4645,52914.500,5832.960,4421.870
4646,52613.500,5832.960,4887.330
4647,51495.500,5456.640,5585.520
4648,49969.500,5080.320,6516.440
4649,48546.500,3951.360,7214.630
4650,47418.000,2634.240,7447.360
4651,47369.500,1317.120,7214.630
4652,47943.000,564.480,6981.900
4653,46244.500,0.000,6516.440
4654,43862.500,0.000,6050.980
4655,44080.000,0.000,6050.980
4656,45897.000,0.000,6050.980
4657,43757.500,0.000,6050.980
4658,40177.500,0.000,6050.980
4659,39008.000,0.000,5818.250
4660,36575.500,0.000,5818.250
4661,34841.000,0.000,5818.250
4662,34112.500,0.000,5585.520
4663,33719.500,376.320,5818.250
4664,34602.500,1317.120,6283.710
4665,36770.500,2257.920,6516.440
4666,39565.500,3386.880,6749.170
4667,42103.000,4139.520,6749.170
4668,43659.500,4704.000,6981.900
4669,45843.000,5456.640,6981.900
4670,46094.500,5644.800,7214.630
4671,43687.000,5456.640,7447.360
4672,42155.000,5080.320,7447.360
4673,40644.000,4327.680,7214.630
4674,40353.000,3010.560,7447.360
4675,41279.500,1693.440,7680.090
4676,43144.500,564.480,7680.090
4677,42713.500,0.000,8145.550
4678,41474.000,0.000,8378.280
4679,42138.000,0.000,9076.470
4680,44263.000,0.000,9309.200
4681,42537.000,0.000,9541.930
4682,39029.500,0.000,9309.200
4683,37749.000,0.000,9309.200
4684,35730.500,0.000,9309.200
4685,34822.000,0.000,8843.740
4686,35900.000,0.000,8611.010
4687,38483.000,564.480,8145.550
4688,41856.000,1693.440,7214.630
4689,45577.500,3010.560,6749.170
4690,48215.500,4515.840,6749.170
4691,49765.500,5644.800,6749.170
4692,50716.000,6397.440,7214.630
4693,52007.500,6773.760,7214.630
4694,52008.500,6773.760,7214.630
4695,51171.000,6585.600,7447.360
4696,49858.000,5832.960,7680.090
4697,48530.000,4892.160,8145.550
4698,47367.500,3386.880,7912.820
4699,47619.000,1881.600,7447.360
4700,48559.000,564.480,6981.900
4701,46997.500,0.000,6283.710
4702,44675.500,0.000,6283.710
4703,44799.000,0.000,6050.980
4704,46606.500,0.000,5818.250
4705,44181.000,0.000,5585.520
4706,40625.500,0.000,5352.790
4707,39391.500,0.000,5120.060
4708,37205.000,0.000,4887.330
4709,36092.500,0.000,4421.870
4710,36726.000,0.000,4421.870
4711,38659.000,564.480,4421.870
4712,41819.500,1881.600,3723.680
4713,45559.000,3575.040,3490.950
4714,48436.000,5268.480,3956.410
4715,49707.000,6585.600,4189.140
4716,50569.000,7150.080,4189.140
4717,51755.000,7338.240,4421.870
4718,51705.500,7526.400,4654.600
4719,50341.500,7526.400,4887.330
4720,48768.500,6773.760,5352.790
4721,47131.500,5644.800,5585.520
4722,46221.500,3951.360,5352.790
4723,46428.000,2069.760,5120.060
4724,46827.500,564.480,4421.870
4725,45500.500,0.000,3723.680
4726,43581.500,0.000,3723.680
4727,44161.500,0.000,3723.680
4728,46174.000,0.000,3723.680
4729,44018.500,0.000,3490.950
4730,40097.500,0.000,3258.220
4731,38588.500,0.000,3025.490
4732,36087.500,0.000,3025.490
4733,34610.500,0.000,3258.220
4734,34287.000,0.000,3258.220
4735,34347.000,564.480,3258.220
4736,35569.500,2257.920,2560.030
4737,38019.500,4327.680,2560.030
4738,40816.500,6209.280,2560.030
4739,42686.000,7714.560,2792.760
4740,43754.500,8843.520,3025.490
4741,45315.500,9408.000,3258.220
4742,45641.500,9408.000,3723.680
4743,43888.000,9219.840,4189.140
4744,42456.000,8279.040,4421.870
4745,41403.500,6961.920,4654.600
4746,41016.000,4892.160,4887.330
4747,41797.500,2446.080,4887.330
4748,42711.500,752.640,4654.600
4749,41899.000,0.000,4654.600
4750,40616.500,0.000,5352.790
4751,41484.500,0.000,6050.980
4752,44006.500,0.000,6283.710
4753,42007.000,0.000,6283.710
4754,38416.000,0.000,6283.710
4755,36978.000,0.000,6050.980
4756,34537.000,0.000,5818.250
4757,32944.000,0.000,5818.250
4758,32432.500,0.000,5585.520
4759,32004.500,752.640,5120.060
4760,32450.500,2634.240,3723.680
4761,34358.500,4892.160,3258.220
4762,37143.500,7150.080,3490.950
4763,39524.000,8843.520,4189.140
4764,41156.500,9972.480,5120.060
4765,43094.500,10160.640,5585.520
4766,43511.500,8843.520,5120.060
4767,41593.500,8467.200,5585.520
4768,40423.500,8655.360,7214.630
4769,39342.500,7150.080,7912.820
4770,39249.000,4892.160,8145.550
4771,40239.500,2446.080,8145.550
4772,41774.500,752.640,6749.170
4773,42061.000,0.000,6749.170
4774,41462.000,0.000,7680.090
4775,42610.000,0.000,8145.550
4776,44619.000,0.000,7912.820
4777,42250.500,0.000,7447.360
4778,38484.000,0.000,6981.900
4779,37205.000,0.000,6516.440
4780,35119.000,0.000,5818.250
4781,34166.000,0.000,5352.790
4782,35456.000,0.000,5120.060
4783,37882.500,752.640,4421.870
4784,41291.500,2446.080,2792.760
4785,45083.500,5080.320,2094.570
4786,48246.000,7338.240,2094.570
4787,50199.500,9031.680,2560.030
4788,51553.000,9972.480,3490.950
4789,53166.000,10348.800,3956.410
4790,53591.000,10348.800,3956.410
4791,53140.000,9784.320,4189.140
4792,52136.500,8467.200,4654.600
4793,50866.500,6773.760,4887.330
4794,49967.000,4704.000,5120.060
4795,49919.500,2446.080,4887.330
4796,50430.000,752.640,3956.410
4797,49018.000,0.000,4189.140
4798,46712.500,0.000,5120.060
4799,47165.000,0.000,5352.790
4800,48770.000,0.000,5352.790
4801,45650.000,0.000,4887.330
4802,41737.500,0.000,4421.870
4803,40573.000,0.000,3956.410
4804,38411.000,0.000,3723.680
4805,37091.000,0.000,3490.950
4806,37728.500,0.000,3258.220
4807,39768.500,752.640,3025.490
4808,42940.500,2634.240,2094.570
4809,46818.000,4892.160,1396.380
4810,49540.500,7150.080,1629.110
4811,51366.500,9031.680,2327.300
4812,52328.000,9972.480,2327.300
4813,53763.500,10348.800,2327.300
4814,54012.000,10160.640,2094.570
4815,53430.500,9408.000,2094.570
4816,52683.000,8279.040,2094.570
4817,51671.500,6585.600,2094.570
4818,50708.500,4327.680,2327.300
4819,50634.500,2069.760,2327.300
4820,51004.500,564.480,2327.300
4821,49224.000,0.000,2792.760
4822,46825.500,0.000,3723.680
4823,47300.500,0.000,3723.680
4824,48870.000,0.000,3723.680
4825,45820.000,0.000,3723.680
4826,42062.500,0.000,3490.950
4827,40676.000,0.000,3025.490
4828,38616.500,0.000,2560.030
4829,37585.500,0.000,2327.300
4830,38229.500,0.000,2094.570
4831,40088.500,752.640,1861.840
4832,43062.000,2069.760,1396.380
4833,46757.000,3951.360,698.190
4834,49727.000,6021.120,930.920
4835,51573.000,7714.560,1629.110
4836,52794.000,9031.680,1629.110
4837,54124.500,9972.480,1629.110
4838,54209.500,9972.480,1629.110
4839,53607.000,9408.000,1629.110
4840,52687.000,8279.040,1629.110
4841,51758.000,6585.600,1861.840
4842,50917.500,4515.840,1861.840
4843,50976.500,2257.920,1861.840
4844,51452.000,752.640,1861.840
4845,49501.000,0.000,2327.300
4846,47277.500,0.000,3025.490
4847,47830.000,0.000,3723.680
4848,49261.500,0.000,3723.680
4849,46164.500,0.000,3490.950
4850,42183.000,0.000,3258.220
4851,41153.500,0.000,3025.490
4852,38836.500,0.000,2560.030
4853,37864.500,0.000,2560.030
4854,38323.500,0.000,2560.030
4855,40323.500,752.640,2560.030
4856,43293.000,2446.080,1629.110
4857,47179.500,4704.000,930.920
4858,49941.000,6773.760,930.920
4859,51864.000,8655.360,1629.110
4860,53090.000,9784.320,2094.570
4861,54283.000,10160.640,1861.840
4862,54424.500,10160.640,1861.840
4863,53903.000,9596.160,1861.840
4864,53072.500,8467.200,1861.840
4865,51960.000,6773.760,2094.570
4866,51173.500,4515.840,2327.300
4867,51161.500,2257.920,2327.300
4868,51458.000,564.480,2560.030
4869,49825.000,0.000,3258.220
4870,47313.500,0.000,4189.140
4871,47769.500,0.000,4887.330
4872,49128.500,0.000,4887.330
4873,46129.500,0.000,4887.330
4874,42277.500,0.000,4654.600
4875,40941.500,0.000,4421.870
4876,38830.000,0.000,4189.140
4877,37716.500,0.000,3956.410
4878,38301.500,0.000,3956.410
4879,40330.000,752.640,3956.410
4880,43213.500,2069.760,2792.760
4881,46747.500,3951.360,1861.840
4882,49708.000,5644.800,2327.300
4883,51450.500,6961.920,3025.490
4884,52665.000,7902.720,3723.680
4885,53987.000,8090.880,3956.410
4886,54174.000,8090.880,4421.870
4887,53205.000,7338.240,4887.330
4888,52226.500,6209.280,5352.790
4889,50956.000,4704.000,5818.250
4890,49827.500,3198.720,6050.980
4891,49806.500,1693.440,5818.250
4892,49747.000,564.480,5818.250
4893,47681.500,0.000,6749.170
4894,45604.500,0.000,6981.900
4895,46227.500,0.000,6749.170
4896,47649.500,0.000,6981.900
4897,44818.500,0.000,6050.980
4898,40840.500,0.000,5585.520
4899,39348.000,0.000,5352.790
4900,37086.000,0.000,5585.520
4901,35564.500,0.000,5120.060
4902,35276.000,0.000,4654.600
4903,35565.500,564.480,3956.410
4904,36369.500,1505.280,3956.410
4905,38498.500,3010.560,3723.680
4906,41309.500,4704.000,3490.950
4907,43354.000,5644.800,3258.220
4908,44672.500,6397.440,2792.760
4909,46365.000,6773.760,2792.760
4910,46662.000,6961.920,3258.220
4911,44899.500,6585.600,3956.410
4912,43782.500,6021.120,4189.140
4913,42623.500,4892.160,3723.680
4914,42010.500,3386.880,3723.680
4915,42776.500,1693.440,3956.410
4916,43511.000,564.480,3258.220
4917,42398.500,0.000,2792.760
4918,40962.000,0.000,2560.030
4919,41893.500,0.000,2792.760
4920,43834.000,0.000,3025.490
4921,41615.000,0.000,3258.220
4922,38280.000,0.000,3258.220
4923,37025.000,0.000,3490.950
4924,34880.500,0.000,3490.950
4925,33392.500,0.000,3490.950
4926,32940.500,0.000,3258.220
4927,32665.000,564.480,3258.220
4928,32941.000,1881.600,3025.490
4929,34635.500,3575.040,3258.220
4930,37357.500,5080.320,3723.680
4931,39793.000,6397.440,3956.410
4932,41542.500,7150.080,3956.410
4933,43615.500,7526.400,3956.410
4934,43906.000,7338.240,4421.870
4935,41525.500,6961.920,4654.600
4936,40329.500,6397.440,4654.600
4937,39242.500,4892.160,4654.600
4938,38894.500,3386.880,4189.140
4939,39709.500,1693.440,3490.950
4940,41292.500,564.480,3025.490
4941,41409.000,0.000,2560.030
4942,40931.000,0.000,2560.030
4943,42058.500,0.000,2560.030
4944,43823.000,0.000,2560.030
4945,41570.000,0.000,2560.030
4946,38012.500,0.000,2560.030
4947,36948.000,0.000,2560.030
4948,34837.000,0.000,2327.300
4949,34024.000,0.000,2094.570
4950,35183.000,0.000,2094.570
4951,37605.500,564.480,1861.840
4952,40576.000,1881.600,1629.110
4953,44314.500,3575.040,1629.110
4954,47317.000,5268.480,1861.840
4955,49000.000,6585.600,2094.570
4956,50278.000,7338.240,2560.030
4957,51727.500,8090.880,3025.490
4958,51708.500,7902.720,3723.680
4959,51128.500,7714.560,4189.140
4960,49846.500,7150.080,4189.140
4961,48664.000,5832.960,4189.140
4962,47426.000,3951.360,3723.680
4963,47525.500,2069.760,3258.220
4964,48672.000,564.480,2560.030
4965,47272.500,0.000,2094.570
4966,45094.000,0.000,1861.840
4967,45668.500,0.000,1861.840
4968,47017.000,0.000,1861.840
4969,44248.500,0.000,1861.840
4970,40583.500,0.000,2094.570
4971,39567.000,0.000,2094.570
4972,37411.000,0.000,2094.570
4973,36398.000,0.000,2094.570
4974,37089.500,0.000,1861.840
4975,39064.500,564.480,1861.840
4976,41957.500,1881.600,1396.380
4977,45557.500,3575.040,930.920
4978,48433.000,4892.160,1163.650
4979,50220.000,6021.120,1861.840
4980,51286.500,6397.440,2560.030
4981,52762.000,6397.440,3258.220
4982,52681.000,6397.440,3956.410
4983,51782.500,5832.960,4421.870
4984,50719.000,5080.320,4887.330
4985,49406.500,3951.360,4887.330
4986,48079.000,2822.400,4887.330
4987,48090.500,1505.280,4189.140
4988,49084.000,376.320,3723.680
4989,47285.500,0.000,3723.680
4990,45150.000,0.000,3723.680
4991,45457.000,0.000,3956.410
4992,46822.000,0.000,4189.140
4993,44384.500,0.000,4421.870
4994,40664.000,0.000,4189.140
4995,39704.500,0.000,3956.410
4996,37477.500,0.000,3956.410
4997,36511.000,0.000,3723.680
4998,37231.500,0.000,3723.680
4999,39338.500,376.320,3723.680
5000,41976.500,1317.120,3723.680
5001,45400.000,2634.240,4189.140
5002,48113.000,4327.680,5120.060
5003,49668.500,5832.960,5818.250
5004,50631.500,6961.920,6516.440
5005,51826.000,7150.080,6749.170
5006,51641.000,7338.240,7680.090
5007,50786.500,7150.080,7912.820
5008,49642.500,6397.440,8378.280
5009,48372.500,5268.480,8378.280
5010,47208.500,3575.040,7912.820
5011,47342.500,1881.600,6749.170
5012,48226.000,564.480,5585.520
5013,46739.500,0.000,4887.330
5014,44728.500,0.000,5352.790
5015,45341.000,0.000,6283.710
5016,46837.000,0.000,6749.170
5017,44320.500,0.000,6516.440
5018,40705.000,0.000,6050.980
5019,39415.500,0.000,5585.520
5020,37367.500,0.000,4421.870
5021,36212.500,0.000,4887.330
5022,36857.000,0.000,4654.600
5023,38892.000,564.480,3956.410
5024,41733.500,2257.920,3258.220
5025,45154.000,4327.680,3258.220
5026,47725.500,6397.440,3723.680
5027,49300.000,7526.400,4189.140
5028,50143.000,8467.200,4421.870
5029,51367.000,8843.520,4189.140
5030,51472.000,9031.680,4189.140
5031,50439.500,8655.360,3956.410
5032,49265.500,7526.400,3490.950
5033,48125.000,5832.960,3025.490
5034,47244.000,3951.360,2560.030
5035,47512.000,1881.600,1861.840
5036,48369.500,564.480,1396.380
5037,46896.000,0.000,1163.650
5038,44830.000,0.000,1163.650
5039,45309.000,0.000,1396.380
5040,46586.500,0.000,1396.380
5041,44048.000,0.000,1629.110
5042,40433.000,0.000,2094.570
5043,39295.500,0.000,2792.760
5044,37089.000,0.000,3490.950
5045,35905.000,0.000,3956.410
5046,36527.000,0.000,4654.600
5047,38455.500,376.320,5120.060
5048,41068.000,1505.280,4654.600
5049,44483.000,3010.560,4654.600
5050,47042.000,4515.840,5818.250
5051,48624.000,5644.800,7447.360
5052,49513.000,6397.440,9076.470
5053,50713.500,6773.760,10240.120
5054,50550.000,6773.760,11403.770
5055,49466.000,6397.440,12334.690
5056,48125.000,5456.640,12800.150
5057,46717.500,4515.840,12800.150
5058,45822.000,3198.720,12334.690
5059,46061.500,1693.440,11403.770
5060,46491.500,564.480,10007.390
5061,44867.500,0.000,8843.740
5062,43048.000,0.000,8611.010
5063,43757.000,0.000,8378.280
5064,45218.000,0.000,7912.820
5065,42781.000,0.000,6981.900
5066,39053.000,0.000,6283.710
5067,37784.000,0.000,4654.600
5068,35433.500,0.000,3956.410
5069,34072.000,0.000,4421.870
5070,33752.000,0.000,3956.410
5071,34039.000,564.480,3490.950
5072,34755.000,1505.280,2792.760
5073,37083.500,2822.400,2792.760
5074,39856.000,4139.520,3258.220
5075,41813.500,5080.320,3490.950
5076,42971.500,5644.800,3723.680
5077,44691.500,5644.800,3723.680
5078,45087.500,5456.640,3723.680
5079,43218.000,4892.160,3723.680
5080,41821.000,3951.360,3723.680
5081,40564.500,3010.560,3723.680
5082,40115.000,2069.760,3490.950
5083,40661.000,1128.960,3490.950
5084,41804.000,376.320,3258.220
5085,40963.500,0.000,2792.760
5086,39667.000,0.000,2792.760
5087,40504.000,0.000,2792.760
5088,42309.000,0.000,2792.760
5089,40347.000,0.000,2792.760
5090,37054.000,0.000,2792.760
5091,35717.500,0.000,2792.760
5092,33337.500,0.000,2792.760
5093,31962.000,0.000,2792.760
5094,31495.000,0.000,3025.490
5095,31373.500,564.480,2792.760
5096,31347.000,1881.600,2327.300
5097,33269.500,3951.360,2094.570
5098,36025.000,5644.800,2327.300
5099,38342.500,6585.600,2560.030
5100,39939.000,7338.240,3025.490
5101,41925.500,7526.400,3490.950
5102,42064.000,7526.400,3723.680
5103,39813.000,7338.240,3956.410
5104,38237.500,6585.600,3956.410
5105,36964.000,5268.480,3956.410
5106,36458.000,3575.040,3258.220
5107,37355.000,1693.440,3025.490
5108,38995.000,376.320,2560.030
5109,39193.000,0.000,1861.840
5110,38970.000,0.000,1629.110
5111,40011.000,0.000,1861.840
5112,41708.000,0.000,1629.110
5113,39614.000,0.000,1629.110
5114,36244.500,0.000,1396.380
5115,35196.000,0.000,1396.380
5116,33154.500,0.000,1396.380
5117,32213.000,0.000,1396.380
5118,33003.000,0.000,1396.380
5119,35070.500,564.480,1396.380
5120,37391.500,2069.760,930.920
5121,40840.000,4139.520,465.460
5122,43561.500,6021.120,465.460
5123,45202.500,7338.240,698.190
5124,46205.000,8090.880,930.920
5125,47718.500,8279.040,1163.650
5126,47781.500,8090.880,1629.110
5127,46607.000,7902.720,1861.840
5128,45263.500,6961.920,1861.840
5129,43866.500,5644.800,1861.840
5130,42909.500,3763.200,1629.110
5131,43347.000,1881.600,1629.110
5132,44771.000,376.320,1396.380
5133,43770.500,0.000,1163.650
5134,42140.000,0.000,930.920
5135,42483.500,0.000,1163.650
5136,43918.000,0.000,1163.650
5137,41550.000,0.000,1163.650
5138,38096.000,0.000,1396.380
5139,37035.000,0.000,1396.380
5140,34814.000,0.000,1396.380
5141,33616.500,0.000,1396.380
5142,34265.500,0.000,1396.380
5143,36151.500,376.320,1163.650
5144,38471.000,1693.440,930.920
5145,41784.500,3010.560,930.920
5146,44571.000,4327.680,1163.650
5147,46075.500,5268.480,1163.650
5148,47121.000,5456.640,1396.380
5149,48675.500,5644.800,1629.110
5150,48540.000,5080.320,2094.570
5151,47195.500,4704.000,2327.300
5152,45795.000,4139.520,2327.300
5153,44556.500,3198.720,2094.570
5154,43708.500,2069.760,2094.570
5155,44083.500,940.800,1629.110
5156,45279.000,188.160,1163.650
5157,43961.000,0.000,930.920
5158,42242.000,0.000,698.190
5159,42452.500,0.000,698.190
5160,43900.000,0.000,698.190
5161,41548.500,0.000,930.920
5162,38104.500,0.000,1163.650
5163,37027.500,0.000,1163.650
5164,34962.000,0.000,1163.650
5165,33885.000,0.000,930.920
5166,34418.000,0.000,930.920
5167,36301.000,188.160,930.920
5168,38597.000,752.640,930.920
